taxon	UniEuk id	author	rank	status	type	candidate	description	synonyms	alternative names	accessions	envo terms	locations	EukProt ID	reference
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Ind;	UniEuk#4061									HG939544				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain KL;	UniEuk#4062									LT628487				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain KS;	UniEuk#4063									LT628486				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain KTC14;	UniEuk#4064									KY855546				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Mdg2-2;	UniEuk#4065									HG939539				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Mdg4;	UniEuk#4066									HG939540				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain OBS7;	UniEuk#4067									MK968523				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain SKS991;	UniEuk#4070									MK688534				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain SPMPA;	UniEuk#4072									KP970240				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain SS03;	UniEuk#4073									HG315608				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Sam;	UniEuk#4068									HG939545				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Schmidt-2006;	UniEuk#4069									AM398200				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain SmJFp1;	UniEuk#4071									HG939541				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum minus;strain Thd2;	UniEuk#4074									HG939542				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum semivirescens;	UniEuk#4075		species											
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum semivirescens;strain Onsbring-2018;	UniEuk#4076									MH295830				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;	UniEuk#4077		species											
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain 2S.subtilis-18S;	UniEuk#4078									MT640276				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain CY2018050201;	UniEuk#4079									MK929558				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain KN;	UniEuk#4080									LT628485				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain SKS1056;	UniEuk#4081									MK688540				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain SKS937;	UniEuk#4082									MK688539				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain SS4-1;	UniEuk#4083									HG939549				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum subtilis;strain Zur3;	UniEuk#4084									HG939550				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;	UniEuk#4085		species											
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain 2-cLPN1;	UniEuk#4086									LN870108				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain 3S.teres-18S;	UniEuk#4087									MT640277				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain CY2018043002;	UniEuk#4089									MK929560				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Fernandes-2011;	UniEuk#4090									JQ282897				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Fernandes-2015;	UniEuk#4091									KP970241				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain IP1;	UniEuk#4092									HG939530				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain KTC2;	UniEuk#4093									KY855544				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Mdg2-1;	UniEuk#4094									HG939524				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Nor_BG;	UniEuk#4095									HG939527				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Nor_KD;	UniEuk#4096									HG939528				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain PFEU3_Sm2;	UniEuk#4097									HG939529				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS026;	UniEuk#4100									MK688541				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS026S085;	UniEuk#4101									KJ651822				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS1045;	UniEuk#4102									MK688544				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS107;	UniEuk#4103									KU848228				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS187;	UniEuk#4104									MK688542				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS351;	UniEuk#4105									KU848235				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain SKS988;	UniEuk#4106									MK688543				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Schmidt-2006;	UniEuk#4098									AM398199				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Seef1;	UniEuk#4099									HG939525				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain StJFp2;	UniEuk#4107									HG939531				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain StMgN;	UniEuk#4108									HG939526				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain Tue2015_Spiro;	UniEuk#4109									MH822308				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Spirostomidae;Spirostomum;Spirostomum teres;strain cAcq4;	UniEuk#4088									LN870095				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;	UniEuk#1383		class											
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';	UniEuk#1393													
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;	UniEuk#1408	Sauerbrey 1928	genus					Centrophorella;Centrophorus	Kentrophoridae					
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'FBG lineage';	UniEuk#4247													
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'FBG lineage';strain S432;	UniEuk#4248									LT621835				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'FBG lineage';strain S435;	UniEuk#4249									LT621836				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';	UniEuk#4252									JX268899				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'BZ61 lineage';	UniEuk#4282		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'BZ61 lineage';strain BZ61;	UniEuk#4283									LT621857				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';	UniEuk#4253		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S136;	UniEuk#4254									LT621811				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S137;	UniEuk#4255									LT621812				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S138;	UniEuk#4256									LT621813				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S233;	UniEuk#4257									LT621825				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S234;	UniEuk#4258									LT621826				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FB lineage';strain S3116;	UniEuk#4259									LT621829				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';	UniEuk#4260													
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'FM morphotype';	UniEuk#4261		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'FM morphotype';strain BZ163;	UniEuk#4262									LT621847				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'FM morphotype';strain BZ164;	UniEuk#4263									LT621848				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'FM morphotype';strain BZ165;	UniEuk#4264									LT621849				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'FM morphotype';strain BZ176;	UniEuk#4265									LT621850				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'G morphotype';	UniEuk#4266		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'G morphotype';strain BZ157;	UniEuk#4267									LT621846				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'G morphotype';strain BZ180;	UniEuk#4268									LT621851				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'G morphotype';strain BZ181;	UniEuk#4269									LT621852				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';'G morphotype';strain BZ185;	UniEuk#4270									LT621853				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'FM-G lineage';strain BZ50;	UniEuk#4271									LT621856				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';	UniEuk#4272		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain H6;	UniEuk#4273									LT621810				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B12;	UniEuk#4274									LT621837				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B14;	UniEuk#4275									LT621838				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B15;	UniEuk#4276									LT621839				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B16;	UniEuk#4277									LT621840				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B17;	UniEuk#4278									LT621841				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B18;	UniEuk#4279									LT621842				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B19;	UniEuk#4280									LT621843				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'H lineage';strain SA2B20;	UniEuk#4281									LT621844				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'RM2-SGM26 lineage';	UniEuk#4286		species			true				AB505534				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'S256 lineage';	UniEuk#4284		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-1 clade';'S256 lineage';strain S256;	UniEuk#4285									LT621828				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';	UniEuk#4287													
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'BT lineage';	UniEuk#4288		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'BT lineage';strain S245;	UniEuk#4289									LT621778-LT621793				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'BT lineage';strain S247;	UniEuk#4290									LT621794-LT621809				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'BZ133 lineage';	UniEuk#4338		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'BZ133 lineage';strain BZ133;	UniEuk#4339									LT621845				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'FW lineage';	UniEuk#4291		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'FW lineage';strain BZ131;	UniEuk#4292									LT621756-LT621767				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'FW lineage';strain BZ15;	UniEuk#4293									LT621768-LT621777				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LFY lineage';	UniEuk#4294		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LFY lineage';strain BY7;	UniEuk#4297									LT621908				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LFY lineage';strain M6;	UniEuk#4295									LT621906				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LFY lineage';strain M7;	UniEuk#4296									LT621907				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';	UniEuk#4306													
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';	UniEuk#4307		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';strain S2212;	UniEuk#4308									LT621815				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';strain S2219;	UniEuk#4309									LT621819				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';strain S2310;	UniEuk#4310									LT621823				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';strain S2311;	UniEuk#4311									LT621824				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'LPF morphotype';strain S239;	UniEuk#4312									LT621827				
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'PF morphotype';	UniEuk#4313		species			true								
Eukaryota;Diaphoretickes;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;'core Kary';Kentrophoros;'KENT-2 clade';'LPFC lineage';'PF morphotype';strain S225;	UniEuk#4314									LT621820				
